"hospital_clave","hospital_nombre","categoria","uid","clave","descripcion","stock","minimo","fecha","dias_restantes","observaciones","color","manual","saved_at"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","GRABADOR DE ESMALTE DE ACIDO FOSFORICO",4,NULL,"2027-05-31",398,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","APLICADOR DE PLASTICO  DESECHABLE PARA BARNICES  U OTRAS SOLUCIONES",1,NULL,"2028-07-31",825,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","ESTUCHE DE GRAPAS METALICAS CON 8 PIEZAS PARA DIENTES ANTERIORES Y POSTERIORES",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","FRESAS ENTALES PARA PIEZA DE MANO DE ALTA VELOCIDAD",25,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","RESTAURADOR EN BLOQUE  DE VIDRIO FOTOPOLIMERIZABLE",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","VASO DESECHABLE 4 ONZAS",6,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","IONOMERO DE VIDRIO PARA RESTAURACION  GC. FUJI 2",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","CUÑAS DE MADERA PARA ESPACIOS INTERDENTARIOS",5,NULL,"2026-06-30",63,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","LOCETA DE VIDRIO PARA BATIR CEMENTO  DE 8X12X0.5CM.",1,NULL,"2026-06-30",63,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","APLICADOR DE PLASTICO DESECHABLE PARA BARNICES U OTRA SOLUCIONES",5,NULL,"2027-08-21",480,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","APLICADOR DE PLASTICO DESECHABLE PARA BARNICES  U OTRAS SOLUCIONES",1,NULL,"2030-02-20",1394,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","COPAS PARA PIEZA DE MANO . DE HULE SUAVE BLANCO EN FORMA DE CONO. ENVASE CON 12 PIEZAS",12,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","FRESAS DENTALES PARA UTILIZARSE  EN LA PIEZA DE MANO DE ALTA VELOCIDAD , DE CARBURO,  FORMA DE PERA NO. 330",55,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","FRESA DE CARBURO PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD  FORMA DE PERA NO. 331",43,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","FRESA DE CARBURO PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD  FORMA TRONCOCONICO NO.560",50,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD  DE CARBURO NUM 559",50,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD , DE CARBURO NUM 701L.",19,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MAMNO DE ALTA VELOCIDAD  DE CARBURO, NO.701L.",45,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD , DE CARBURO, FORMA DE CONO INVERTIDO NO.37L",NULL,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD , DE CARBURO, FORMA TROCOCONICO NO. 701",25,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","FRESAS DENTALES PARA UTILIZARSE E LA PIEZA DE MANO DE ALTA VELOCIDAD DE DIAMANTE, GRANO GRUESO, FORMA DE CONO INVERTIDO, NO.010.",46,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD  DE DIAMANTE, PARA TERMINACION DE COMPOSITES  FORMA CILINDRICANO.0.12",49,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","FRESAS DENTALES PATRA UTILIZARSE  EN LA PIEZA DE MANO DE ALTA VELOCIDAD , DE DIAMANTE  PARA TERMINACION DE COMPOSITES FORMA CILINDRICA NO.018",43,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","FRESAS DENTALES PARA UTILIZARSE  EN LA PIEZA DE MANO DE ALTA VELOVCIDAD , DE CARBURO, FORMA REDONDO NUM1/2",50,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD  DE CARBURO, FORMA CILINDRICA NO. 557.",45,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD , DE CARBURO FORMA DE CONO INVERTIDO  NO. 33 1/2.",50,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","equipo",NULL,"531.291.0028","UNIDAD ESTOMATOLÓGICA CON MÓDULO INTEGRADO",1,1,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","equipo",NULL,"515.957.0109","UNIDAD ULTRASÓNICA ESTOMATOLÓGICA",1,0,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","equipo",NULL,"531.562.0020","LÁMPARA DE FOTOCURADO DE RESINAS Y CEMENTOS FOTOPOLIMERIZABLES",1,1,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","equipo",NULL,"531.032.0055","MEZCLADOR DE CÁPSULAS DENTALES, TIPO DOSIFICADOR-AMALGAMADOR (MEZCLA CÁPSULAS DE CEMENTO DE IONÓMERO DE VIDRIO Y OTROS CEMENTOS PREDOSIFICADOS EN CÁPSULAS) 4000 RPM",1,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","equipo",NULL,"531.601.0056","MANDIL EMPLOMADO",1,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","equipo",NULL,"531.786.0079","REVELADOR MANUAL DE PLACAS DENTALES",1,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","equipo",NULL,"531.341.2305","UNIDAD RADIOLÓGICA DENTAL INCLUYE SENSOR DIGITAL INTRAORAL (RADIOVISIÓGRAFO)",0,1,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","equipo",NULL,"S/C","CÁMARA INTRAORAL DIGITAL.",1,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","equipo",NULL,"537.480.0042","PIEZA DE MANO DE ALTA VELOCIDAD",1,1,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","equipo",NULL,"437.480.0034","PIEZA DE MANO DE BAJA VELOCIDAD CON CONTRAÁNGULO",1,1,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","equipo",NULL,"","AUTOCLAVE",1,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","equipo",NULL,"","ESTERILIZADOR",1,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","mobiliario",NULL,"511.232.0022","CESTO DE PAPELES",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","mobiliario",NULL,"519.132.0059","BOTE DE CAMPANA",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","mobiliario",NULL,"511.814.0127","SILLA FIJA ACOJINADA APILABLE",2,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","mobiliario",NULL,"511.836.0295","SILLÓN GIRATORIO DE RESPALDO BAJO",1,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","mobiliario",NULL,"S/C","VITRINA DOBLE ESMALTADA DOS PUERTAS SUPERIORES DE CRISTAL CON CERRADURA Y ENTREPAÑOS DE CRISTAL, DOS CAJONES CENTRALES, DOS PUERTAS DE LÁMINA DE HACER O INFERIORES CON ENTREPAÑOS",1,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","mobiliario",NULL,"","ESCRITORIO SENCILLO",1,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","mobiliario",NULL,"S/C","CARRO CAJONERO CON RUEDAS",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","mobiliario",NULL,"","FREGADERO DE 120 CM",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","mobiliario",NULL,"","LAVAVO DE MANOS",1,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","mobiliario",NULL,"511.076.0203","ARCHIVERO DE 4 GAVETAS",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","mobiliario",NULL,"350.308.0040","DESPCHADOR DE TOALLA DE PAPEL INTERDOBLADA GRANDE",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","mobiliario",NULL,"S/C","ESPEJO DE PARED",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","mobiliario",NULL,"S/C","ESPEJO INDIVIDUAL PARA PACIENTES",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","mobiliario",NULL,"S/C","AIRE ACONDICIONADO",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","mobiliario",NULL,"","MESA PEQUEÑA",2,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","bienesInformaticos",NULL,"S/C","COMPUTADORA DE ESCRITORIO MEDIO RENDIMIENTO WINDOWS",1,1,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","bienesInformaticos",NULL,"S/C","UNIDAD DE ENERGÍA ININTERRUMPIDA TIPO 3. INTERACTIVO, CAPACIDAD DE 500 VA/300 WATSS.",0,0,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","bienesInformaticos",NULL,"S/C","EQUIPO MULTIFUNCIONAL LÁSER MONOCROMÁTICO",0,0,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","bienesInformaticos",NULL,"","IMPRESORA",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039229-9xiwqk","","ALGODONERAS",4,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039229-bx89f7","537.025.0069","ALVEOLOTOMO MEAD PINZA GUBIA LONGITUD 17CM",1,1,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039229-c01sd8","","APLICADOR DE DICAL DE UN EXTREMO",4,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039229-gi23rz","537.065.0052","APLICADOR DE HIDROXIDO DE CALCIO",2,1,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039229-1xjvw9","537.079.0015","ARCO YOUNG PORTA DIQUE DE HULE",2,1,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039230-ofdnho","","BISTURI KIRLAND",3,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039230-507oo5","","BOTA FRESA",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039230-y8l5ho","","BRUÑIDOR DE BOLA DE HUEVO",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039230-zwr10h","537.147.0017","BUDINERA DE ACERO INOXIDABLE 25 X 16 CM Y 700 ML.",1,0,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039230-hpdjww","S/C","CAJA METALICA CON TAPA PARA INSTRUMENTAL 20 X 10 X 4.5 CM",1,0,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039230-b4j306","","CONTRA ANGULO",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039230-v9zpuc","","CUADRUPLE DE UN EXTREMO",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039230-5ynrcg","","CUADRUPLE  DOBLE EXTREMO",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039230-rsm5o4","","CUCHARILLA DE LUCAS",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039230-ynz7x8","535.260.2154","CUCHARILLA LUCAS DE DOBLE EXTREMO 17CM DE LONGITUD",1,1,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039230-yppgzf","537.251.0098","CURETA CK-6 DE DOBLE EXTREMO",12,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039231-e1d7on","537.251.0015","CURETA MC CALL DERECHA E IZQUIERDA. JUEGO.",4,1,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039231-e8nppi","","ELEVADOR BANDERA DERECHO",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039231-kogisf","","ELEVADOR BANDERA IZQUIERDO",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039231-nlr78v","","ELEVADOR  RECTO ANCHO",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039231-bnwzxd","","ELEVADOR RECTO DELGADO",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039231-oe2hz4","","ELEVADOR RECTO MEDIANO",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039231-zgelhd","","ESPATULA PARA YESO",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039231-yxn4mj","","ESPATULAS PARA CEMENTAR",7,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039231-57a5vy","","FORCEPS  101",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039231-67dawi","","FORCEPS 101",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039231-qhph1h","","FORCEPS 150 SK",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039232-39yeo6","","FORCEPS 151",3,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039232-i8sulw","","FORCEPS  151 SK",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039232-gwxia8","","FORCEPS  17",4,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039232-f4xzby","","FORCEPS 17",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039232-yt702c","","FORCEPS 18L",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039232-l9zkwm","","FORCEPS 18 R",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039232-m4sekx","","FORCEPS 222",3,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039232-s7ru5o","537.397.0168","FORCEPS 23",4,5,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039232-lgusib","","FORCEPS 53 L",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039232-dp0rcw","","FORCEPS 53 R",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039232-du1wg8","","FORCEPS 65",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039233-rq8l4e","","FORCEPS 69",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039233-7nsq8z","","GOLDMAN  FOX 21",4,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039233-mmxlg3","","HOLLEN BACK NO. 3",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039233-ipyjxa","","HOWAR PERIOSTER P9H",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039233-pjpfle","","JERINGA CARPULE HU-FRIEDY",17,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039233-qylub4","","JERINGA CARPULE TBS",18,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039233-k120ou","","JERINGA TRIPLE",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039233-hq7nv1","","KIRLAND NO. 15/16",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039233-q5qgi0","","LIMA PARA HUESO",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039233-8lrm0b","","MANGO METALICO PARA  ESPEJOS HU-FRIEDY",21,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039233-279bmc","","MANGO  METALICO PARA ESPEJOS TBS",28,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039233-k5tb5s","","MORTERO CON PISTILO",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039234-7a54cw","","MORTONSON NO.2",4,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039234-36hjbb","","PERFORADORA",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039234-rhwxd3","","PERFORADORA DE DIQUE",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039234-ujkmxe","","PIEDRA DE ARCANZAS",0,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039234-5g6s68","","PINZA ARAIN",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039234-fyj05w","","PINZA DE ANILLOS",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039234-c05i03","","PINZA  FOERSTER SERRATED JAWS",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039234-i76654","","PINZAS DE CURACION HU-FRIEDY",13,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039234-sgt8yv","","PINZAS DE CURACION TBS",28,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039234-3g430g","","PINZAS POCKER MARKER",5,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039235-20svw7","","PORTA AGUJAS",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039235-11boxz","","PORTA AMALGAMAS",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039235-aakgg4","","PORTA BANDA MATRIZ",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039235-4d7mmi","","PORTAGRAPAS",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
