"id","hospital_clave","hospital_nombre","categoria","uid","clave","descripcion","stock","minimo","fecha","dias_restantes","observaciones","color","manual","saved_at"
"2202","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778113912762-sl5xeu","060.040.8041","AGUJAS DENTALES. TIPO CARPULE. DESECHABLE. LONGITUD. 20-25 MM CALIBRE: 30 G TAMAÑO: CORTA.",5,1,"2029-04-30",1090,"","#E8F9F0",False,"2026-05-07 01:47:14.466614"
"2203","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778113912762-y4b7ws","060.040.8058","AGUJAS DENTAL. TIPO CARPULE. DESECHABLE. LONGITUD. 25-42 MM CALIBRE. 27 G TAMAÑO. LARGA.",5,1,"2029-04-30",1090,"","#E8F9F0",False,"2026-05-07 01:47:14.466614"
"2204","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778113912762-m7dyua","060.082.0286","APLICADORES, APLICADOR PLASTICO DESECHABLE PARA MATERIALES, ENVASE CON 100 APLICADORES EXTRAFINO",4,NULL,"2029-08-31",1213,"","#E8F9F0",False,"2026-05-07 01:47:14.466614"
"2205","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778113912763-f6pkz4","S/C","CAMPO DESECHABLE. CUENTA CON DOS CAPAS DE PROTECCIÓN: 1 CAPA DE PAPEL Y UNA DE POLIETILENO. MED. 45 CM X 35 CM, DIFERENTES COLORES",1,1,"2029-08-31",1213,"","#E8F9F0",False,"2026-05-07 01:47:14.466614"
"2206","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778113912763-2d72hk","060.082.0104","APLICADORES DE MADERA CON ALGODON",3,NULL,"2029-10-10",1253,"","#E8F9F0",False,"2026-05-07 01:47:14.466614"
"2207","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778113912763-wj0tir","060.016.0253","ACEITES. ACEITE LUBRICANTE PARA TURBINA DE PIEZA DE MANO DE ALTA VELOCIDAD. APLICADOR EN FORMA DE JERINGA. ENVASE CON 2 ML.",0,1,"",NULL,"","#FFFFFF",False,"2026-05-07 01:47:14.466614"
"2208","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778113912763-yii19f","060.016.0204","ACEITES. LUBRICANTE PARA PIEZA DE MANO DE BAJA VELOCIDAD. ENVASE CON APLICADOR CON 120 ML.",0,1,"",NULL,"","#FFFFFF",False,"2026-05-07 01:47:14.466614"
"2209","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778113912763-vdoldm","S/C","ÁCIDO FOSFÓRICO AL 34% O 37% PARA GRABADO DE ESMALTE O DENTINA.",0,1,"",NULL,"","#FFFFFF",False,"2026-05-07 01:47:14.466614"
"2210","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778113912763-wkswah","S/C","ANTISÉPTICO BUCAL, SOLUCIÓN ELECTROLIZADA CON PH NEUTRO AL 0.0015% (15PPM) DE CL ACTIVO. CADA 100 ML. CONTIENE: IONES ACTIVOS: 7.5 - 9.5 MG. RANGO DE PH DE 6.4 A 7.5. ORP DE 650 A 900 MV",0,1,"",NULL,"","#FFFFFF",False,"2026-05-07 01:47:14.466614"
"2211","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778113912763-kmv76y","060.066.0401","ANTISÉPTICOS. EUGENOL.",0,1,"",NULL,"","#FFFFFF",False,"2026-05-07 01:47:14.466614"
"2212","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778113912763-ugs8xm","060.203.0058","BANDA MATRIZ 5MM",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-07 01:47:14.466614"
"2213","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778113912763-4i7xu9","060.111.0208","BARNICES. DE COPAL. PARA REVESTIMIENTO DE CAVIDADES.",0,0,"",NULL,"","#FFFFFF",False,"2026-05-07 01:47:14.466614"
"2214","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778113912763-ct7h6l","060.182.0178","CEMENTO DE IONOMERO, DE VIDRIO RESTAURATIVO II. COLOR NO 21. POLVO 15 G. SILICATO DE ALUMINIO 95% - 97%. ACIDO POLIACRILICO 3% - 5%. LIQUIDO: 10 G, 8 ML. ACIDO POLIACRILICO 75%. ACIDO TARTÁRICO 10% - 15%. BARNIZ COMPATIBLE LIQUIDO 10 G.",1,1,"",NULL,"","#FFFFFF",False,"2026-05-07 01:47:14.466614"
"2215","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778118411304-7q5z1n","S/C","CEMENTO DENTAL. PROTECTOR PULPAR PARA BASE. HIDRÓXIDO DE CALCIO COMPUESTO FOTOPOLIMERIZABLE.",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-07 01:47:14.466614"
"2216","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778118411304-n5rzfy","060.182.0160","CEMENTO: IONÓMERO DE VIDRIO I. PARA CEMENTACIONES DEFINITIVAS. POLVO 35 G. SILICATO DE ALUMINIO 95% -97%. ÁCIDO POLIACRÍLICO 3% - 5%. LÍQUIDO 25 G, 20 ML. ÁCIDO POLIACRÍLICO 75%. ÁCIDO POLIBÁSICO 10-15%. JUEGO.",0,1,"",NULL,"","#FFFFFF",False,"2026-05-07 01:47:14.466614"
"2217","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778118411304-d0xk9g","060.182.1366","CEMENTOS DENTALES. PARA USO QUIRÚRGICO. DE OXIDO DE ZINC CON ENDURECEDOR (POLVO) 65 G Y EUGENOL (LIQUIDO) 30 ML. CON GOTERO DE PLÁSTICO.",0,1,"",NULL,"","#FFFFFF",False,"2026-05-07 01:47:14.466614"
"2218","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778118411304-wgnmpw","060.182.0236","CEMENTOS. DENTAL PARA USO QUIRÚRGICO. POLVO ÓXIDO DE ZINC. POLVO ROSA. TALCO. LÍQUIDO: EUGENOL. ALCOHOL ISOPROPÍLICO AL 10%. RESINA DE PINO. ACEITE DE PINO. ACEITE DE CLAVO. ACEITE DE CACAHUATE. ESTUCHE.",0,0,"",NULL,"","#FFFFFF",False,"2026-05-07 01:47:14.466614"
"2219","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778118411304-54ivdz","060.182.1176","CEMENTOS. DENTALES. DE OXIFOSFATO DE ZINC. POLVO Y LÍQUIDO. CAJA CON 32 G DE POLVO Y 15 ML DE SOLVENTE. ESTUCHE.",0,0,"",NULL,"","#FFFFFF",False,"2026-05-07 01:47:14.466614"
"2220","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778118411304-xibmnk","060.182.1275","CEMENTOS. DENTALES. PARA RESTAURACIÓN INTERMEDIA. DE ÓXIDO DE ZINC (POLVO) 38 G Y EUGENOL (LÍQUIDO) 14 ML. CON GOTERO DE PLÁSTICO. JUEGO.",0,0,"",NULL,"","#FFFFFF",False,"2026-05-07 01:47:14.466614"
"2221","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778118411304-yq2v0j","060.182.0194","CEMENTOS. IONÓMERO DE VIDRIO CON ALEACIÓN DE LIMADURA DE PLATA. POLVO 15 G. SILICATO DE ALUMINIO 100%. LÍQUIDO 10 G 8 ML. ÁCIDO POLIACRÍLICO 45%. POLVO DE LIMADURA DE PLATA 17 G. PLATA 56% ESTAÑO 29% COBRE 15%.",0,1,"",NULL,"","#FFFFFF",False,"2026-05-07 01:47:14.466614"
"2222","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778118411304-bfgxd0","060.182.1424","CEMENTOS. IONÓMERO DE VIDRIO I. PARA CEMENTACIONES DEFINITIVAS. POLVO 35 G. VIDRIO DE SILICATO DE ALUMINIO TRATADO con SILANO 98%. POLÍMERO DE CELULOSA < 1.5%. DIÓXIDO DE TITANIO < 1%. CATALIZADOR PARA POLIMERIZACIÓN <1%. LÍQUIDO 22.5 ML. COPO LIMERO DE ÁCIDO ACRÍLICO Y ÁCIDO ITACÓNICO 35%. AGUA 35%. 2-HIDROXIETIL-METACRILATO 30%. ÁCIDO DI CARBOXÍLICO 1%.",0,0,"",NULL,"","#FFFFFF",False,"2026-05-07 01:47:14.466614"
"2223","VZIM000691","Hospital de la Comunidad Catemaco","material","uid-1778118411304-kt2grm","060.182.0186","CEMENTOS. IONÓMERO DE VIDRIO RESTAURATIVO II. COLOR NO. 22. POLVO 15 G. SILICATO DE ALUMINIO 95% -97%. ÁCIDO POLIACRÍLICO 3% -5%. LÍQUIDO 10 G 8 ML. ÁCIDO POLIACRÍLICO 75%. ÁCIDO TARTÁRICO 10% - 15%. BARNIZ COMPATIBLE LÍQUIDO 10 G. JUEGO.",NULL,1,"",NULL,"","#FFFFFF",False,"2026-05-07 01:47:14.466614"
