"hospital_clave","hospital_nombre","categoria","clave","descripcion","stock","minimo","fecha","dias_restantes"
"HOSPITAL REGIONAL DE COSAMALOAPAN DR. VICTOR MANUEL PITALUA GONZALEZ","HOSPITAL REGIONAL DE COSAMALOAPAN DR. VICTOR MANUEL PITALUA GONZALEZ","material","S/C","APLICADORES MULTIPROPÃ“SITO (MICROBRUSH) CON PUNTAS DE FIBRA NO ABSORBENTE Y CUELLO FLEXIBLE. TAMAÃ‘O: FINO, SUPERFINO O REGULAR.",7,NULL,"2028-08-01",910
"HOSPITAL REGIONAL DE COSAMALOAPAN DR. VICTOR MANUEL PITALUA GONZALEZ","HOSPITAL REGIONAL DE COSAMALOAPAN DR. VICTOR MANUEL PITALUA GONZALEZ","material","060.040.8058","AGUJAS DENTAL .TIPO CARPULE. DESECHABLE. LONGITUD. 25-42 MM CALIBRE. 27 G TAMAÃ‘O. LARGA.",3,1,"2029-02-01",1094
"HOSPITAL REGIONAL DE COSAMALOAPAN DR. VICTOR MANUEL PITALUA GONZALEZ","HOSPITAL REGIONAL DE COSAMALOAPAN DR. VICTOR MANUEL PITALUA GONZALEZ","material","060.016.0204","ACEITES . LUBRICANTE PARA PIEZA DE MANO DE BAJA VELOCIDAD. ENVASE CON APLICADOR CON 120 ML.",1,1,"2029-02-04",1097
"HOSPITAL REGIONAL DE COSAMALOAPAN DR. VICTOR MANUEL PITALUA GONZALEZ","HOSPITAL REGIONAL DE COSAMALOAPAN DR. VICTOR MANUEL PITALUA GONZALEZ","material","060.182.1366","CEMENTOS DENTALES. PARA USO QUIRÃšRGICO. DE OXIDO DE ZINC CON ENDURECEDOR (POLVO) 65 G Y EUGENOL (LIQUIDO) 30 ML. CON GOTERO DE PLÃSTICO.",5,1,"2029-03-01",1122
"HOSPITAL REGIONAL DE COSAMALOAPAN DR. VICTOR MANUEL PITALUA GONZALEZ","HOSPITAL REGIONAL DE COSAMALOAPAN DR. VICTOR MANUEL PITALUA GONZALEZ","material","060.040.8041","AGUJAS DENTALES. TIPO CARPULE. DESECHABLE. LONGITUD. 20-25 MM CALIBRE: 30 G TAMAÃ‘O: CORTA.",2,1,"2029-04-01",1153
"HOSPITAL REGIONAL DE COSAMALOAPAN DR. VICTOR MANUEL PITALUA GONZALEZ","HOSPITAL REGIONAL DE COSAMALOAPAN DR. VICTOR MANUEL PITALUA GONZALEZ","material","060.182.1275","CEMENTOS. DENTALES. PARA RESTAURACIÃ“N INTERMEDIA. DE Ã“XIDO DE ZINC (POLVO) 38 G Y EUGENOL (LÃQUIDO) 14 ML. CON GOTERO DE PLÃSTICO. JUEGO.",1,0,"2030-06-01",1579
"HOSPITAL REGIONAL DE COSAMALOAPAN DR. VICTOR MANUEL PITALUA GONZALEZ","HOSPITAL REGIONAL DE COSAMALOAPAN DR. VICTOR MANUEL PITALUA GONZALEZ","material","060.031.0072","ADHESIVO. ADHESIVO DENTAL PARA RESINAS DIRECTAS AUTOPOLIMERIZABLE O FOTOPOLIMERIZABLE. FRASCO DE 5 ML.",NULL,1,"",NULL
"HOSPITAL GENERAL ALAMO","HOSPITAL GENERAL ALAMO","insumos","S/C","MEPIVACAÃNA 3% SIN VASOCONSTRICTOR. CAJA CON 50 CARTUCHOS DENTALES DE 1.8 ML CADA UNO.",0,NULL,"",NULL
"HOSPITAL GENERAL ALAMO","HOSPITAL GENERAL ALAMO","insumos","S/C","BENZOCAÃNA 20% GEL, FRASCO 30 g",0,NULL,"",NULL
"HOSPITAL GENERAL ALAMO","HOSPITAL GENERAL ALAMO","insumos","010.000.0267.00","LIDOCAÃNA, EPINEFRINA. SOLUCIÃ“N INYECTABLE AL 2%. CAJA CON 50 CARTUCHOS DENTALES CON 1.8 ML",1,NULL,"",NULL
"HOSPITAL GENERAL ALAMO","HOSPITAL GENERAL ALAMO","insumos","070.817.0550","SOLUCIÃ“N PARA REVELADO PARA SISTEMA MANUAL DE REVELADOR CONCENTRADO. ENVASE 828 ML. (LA MARCA DE ESTE PRODUCTO DEBE SER LA MISMA DE LA CLAVE 070.426.0363)1",0,NULL,"",NULL
"HOSPITAL GENERAL ALAMO","HOSPITAL GENERAL ALAMO","insumos","070.426.0363","SOLUCIÃ“N PARA FIJADO PARA SISTEMA MANUAL DE FIJADOR CONCENTRADO. ENVASE 828 ML. (LA MARCA DE ESTE PRODUCTO DEBE SER LA MISMA DE LA CLAVE 070.817.0550)1",0,NULL,"",NULL
"HOSPITAL GENERAL ALAMO","HOSPITAL GENERAL ALAMO","insumos","070.707.0496","PELÃCULA RADIOGRÃFICA, DENTAL ADULTO, MEDIDAS: EN UN RANGO DE 3 A 3.5 CM POR 4 A 4.5 CM. CAJA CON 150 PELÃCULAS1",0,NULL,"",NULL
"HOSPITAL GENERAL ALAMO","HOSPITAL GENERAL ALAMO","insumos","070.707.0587","PELÃCULA RADIOGRÃFICA INFANTIL SENCILLA PERIAPICAL DE 2.2 * 3.5 CM. CAJA CON 100 PELÃCULAS1",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","mobiliario","511.232.0022","CESTO DE PAPELES",10,NULL,"2026-01-14",-20
"VZIM016035","HOSPITAL GENERAL ALAMO","instrumental","537.025.0069","ALVEOLOTOMO MEAD PINZA GUBIA LONGITUD 17CM",33,1,"2026-01-15",-19
"VZIM004775","Hospital de la Comunidad de Teocelo","insumos","S/C","MEPIVACAÃNA 3% SIN VASOCONSTRICTOR. CAJA CON 50 CARTUCHOS DENTALES DE 1.8 ML CADA UNO.",NULL,NULL,"2026-01-14",-20
"CARDEL","CARDEL","insumos","010.000.0267.00","LIDOCAÃNA, EPINEFRINA. SOLUCIÃ“N INYECTABLE AL 2%. CAJA CON 50 CARTUCHOS DENTALES CON 1.8 ML",123,NULL,"2026-02-02",-1
"HOSPI TAL DE CARDEL","HOSPI TAL DE CARDEL","insumos","010.000.0267.00","LIDOCAÃNA, EPINEFRINA. SOLUCIÃ“N INYECTABLE AL 2%. CAJA CON 50 CARTUCHOS DENTALES CON 1.8 ML",1245,NULL,"",NULL
"HOSIT AL DE CARDEL","HOSIT AL DE CARDEL","insumos","070.817.0550","SOLUCIÃ“N PARA REVELADO PARA SISTEMA MANUAL DE REVELADOR CONCENTRADO. ENVASE 828 ML. (LA MARCA DE ESTE PRODUCTO DEBE SER LA MISMA DE LA CLAVE 070.426.0363)1",567,NULL,"",NULL
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","insumos","010.000.0267.00","LIDOCAÃNA, EPINEFRINA. SOLUCIÃ“N INYECTABLE AL 2%. CAJA CON 50 CARTUCHOS DENTALES CON 1.8 ML",1,NULL,"2026-03-02",27
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","insumos","S/C","MEPIVACAÃNA 3% SIN VASOCONSTRICTOR. CAJA CON 50 CARTUCHOS DENTALES DE 1.8 ML CADA UNO.",0,NULL,"2026-05-01",87
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","insumos","S/C","BENZOCAÃNA 20% GEL, FRASCO 30 g",1,NULL,"2027-02-01",363
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.749.0703","PASTAS. PARA PROFILAXIS DENTAL. ABRASIVA. CON ABRASIVOS BLANDOS.  ENVASE CON 200 G.",6,2,"2026-05-03",89
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.219.0068","COLORANTES. REVELADORES DE PLACAS DENTOBACTERIANAS. TABLETAS SIN SABOR. ENVASE CON 100 PIEZAS.",5,3,"2026-10-01",240
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.031.0072","ADHESIVO. ADHESIVO DENTAL PARA RESINAS DIRECTAS AUTOPOLIMERIZABLE O FOTOPOLIMERIZABLE. FRASCO DE 5 ML.",10,1,"2026-11-06",276
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.182.0178","CEMENTO DE IONOMERO, DE VIDRIO RESTAURATIVO II. COLOR NO 21. POLVO 15 G. SILICATO DE ALUMINIO 95% - 97%. ACIDO POLIACRILICO 3% - 5%. LIQUIDO: 10 G, 8 ML. ACIDO POLIACRILICO 75%. ACIDO TARTÃRICO 10% - 15%. BARNIZ COMPATIBLE LIQUIDO 10 G.",1,1,"2027-02-01",363
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.182.1150","CEMENTOS PROTECTOR PULPAR PARA SELLAR CAVIDADES DENTALES. DE HIDRÃ“XIDO DE CALCIO, COMPUESTO Y APLICADOR AUTOPOLIMERIZABLE, DOS PASTAS SEMILÃQUIDAS, BASE 13 DESECHABLE G Y CATALIZADOR 11 G CON BLOQUE DE PAPEL PARA MEZCLAR.",8,1,"2027-02-01",363
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.182.1424","CEMENTOS. IONÃ“MERO DE VIDRIO I. PARA CEMENTACIONES DEFINITIVAS. POLVO 35 G. VIDRIO DE SILICATO DE ALUMINIO TRATADO CON SILANO 98%. POLÃMERO DE CELULOSA < 1.5%. DIÃ“XIDO DE TITANIO < 1%. CATALIZADOR PARA POLIMERIZACIÃ“N <1%. LÃQUIDO 22.5 ML. COPO LIMERO DE ÃCIDO ACRÃLICO Y ÃCIDO ITACÃ“NICO 35%. AGUA 35%. 2-HIDROXIETIL-METACRILATO 30%. ÃCIDO DI CARBOXÃLICO 1%.",15,0,"2027-02-01",363
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.182.0228","CEMENTOS. IONÃ“MERO DE VIDRIO. PARA TRATAMIENTO RESTAURATIVO ATRAUMÃTICO. POLVO: 10 G. SILICATO DE ALUMINIO 89 -95%. ÃCIDO POLIACRÃLICO 0.-10%. LÃQUIDO 6 G 4.8 ML AGUA DESTILADA.ÃCIDO POLIACRÃLICO 40 -50%.BARNIZ 5 G.CLORURO DE POLIVINIL 10 -20%.ACETATO ETÃLICO 75 -85%. ESTUCHE.",15,1,"2027-02-01",363
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.182.1366","CEMENTOS DENTALES. PARA USO QUIRÃšRGICO. DE OXIDO DE ZINC CON ENDURECEDOR (POLVO) 65 G Y EUGENOL (LIQUIDO) 30 ML. CON GOTERO DE PLÃSTICO.",5,1,"2027-03-01",391
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.791.0106","RESINA. FOTOPOLIMERIZABLE PARA RESTAURACIÃ“N DE DIENTES ANTERIORES Y POSTERIORES. JERINGA 3.5G.  LAS INSTITUCIONES PODRÃN ELEGIR LAS VARIANTES DE COLOR Y COMPOSICIÃ“N.",9,2,"2027-05-01",452
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.182.1440","CEMENTOS. IONÃ“MERO DE VIDRIO RESTAURATIVO TIPO II. PARA TRATAMIENTO RESTAURATIVO ATRAUMÃTICO (TRA). PARA RESTAURACIONES INTERMEDIAS. PARA BASES. PARA ODONTOLOGÃA MÃNIMAMENTE INVASIVA (OMI). TONO A3 . POLVO GRANULADO RADIOPACO: 12.5 G. VIDRIO DE FLUOROSILICATO DE CALCIO LANTANO. ALUMINIO RECUBIERTO 90% . ÃCIDO POLIACRÃLICO. 10% ÃCIDO BENZÃ“ICO <0.1% PIGMENTOS <0.1% LÃQUIDO DE 8.5 ML (10GR). AGUA  55%-65%  COPOLÃMERO  DE  ÃCIDO ACRÃLICO  Y ÃCIDO MALÃ‰ICO. 25-35% ÃCIDO TARTÃRICO. 9.1% ÃCIDO BENZÃ“ICO. 0.1% LOSETA DE PAPEL ENCERADO CUCHARILLA DISPENSADORA GUÃA DE APLICACIÃ“N E INSTRUCTIVO. ESTUCHE.",20,1,"2027-06-01",483
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.182.1366","CEMENTOS DENTALES. PARA USO QUIRÃšRGICO. DE OXIDO DE ZINC CON ENDURECEDOR (POLVO) 65 G Y EUGENOL (LIQUIDO) 30 ML. CON GOTERO DE PLÃSTICO.",1,1,"2027-06-06",488
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","S/C","ÃCIDO FOSFÃ“RICO AL 34% O 37% PARA GRABADO DE ESMALTE O DENTINA.",1,1,"2028-03-01",757
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.016.0204","ACEITES . LUBRICANTE PARA PIEZA DE MANO DE BAJA VELOCIDAD. ENVASE CON APLICADOR CON 120 ML.",1,1,"2028-04-01",788
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.066.1086","FLUORURO DE SODIO EN BARNIZ AL 5%, CONCENTRACIÃ“N DE 22,600PPM, AUTOPOLIMERIZABLE EN VEHÃCULO DE RESINA MODIFICADO.",4,1,"2028-05-03",820
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.189.0023","CEPILLOS. PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS BLANCAS EN FORMA DE COPA. PARA PIEZA DE MANO. PIEZA",50,20,"2028-05-06",823
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.272.0039","CUCHARILLAS. PARA APLICACIÃ“N TÃ“PICA DE FLÃšOR EN GEL DE VINIL ATÃ“XICO DESECHABLES. ESTUCHE QUE CONSTA DE: 1 PAR PARA ADOLESCENTES.",100,100,"2028-06-01",849
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.182.0236","CEMENTOS. DENTAL PARA USO QUIRÃšRGICO. POLVO Ã“XIDO DE ZINC. POLVO ROSA. TALCO. LÃQUIDO: EUGENOL. ALCOHOL ISOPROPÃLICO AL 10%. RESINA DE PINO. ACEITE DE PINO. ACEITE DE CLAVO. ACEITE DE CACAHUATE. ESTUCHE.",3,0,"2028-06-03",851
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.889.0158","TIRAS. DE CELULOIDE PARA CONFORMAR RESTAURACIONES DE RESINA. ANCHO: 8 A10 MM CALIBRE:",2,1,"2028-06-04",852
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.889.0224","TIRAS. DE LIJA PARA PULIR RESTAURACIONES DE RESINA. EXTRA FINO  MEDIANO Y GRUESO.",6,2,"2028-06-05",853
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.189.0205","CEPILLOS. PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS NEGRAS EN FORMA DE BROCHA. PARA PIEZA DE MANO. PIEZA.",10,20,"2028-06-05",853
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.491.0018","PAPELES. INDICADOR DE CONTACTO OCLUSAL. EN TIRAS CON PEGAMENTO EN AMBAS CARAS. BLOCK CON 15 HOJAS.",3,3,"2028-06-05",853
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","S/C","APLICADORES MULTIPROPÃ“SITO (MICROBRUSH) CON PUNTAS DE FIBRA NO ABSORBENTE Y CUELLO FLEXIBLE. TAMAÃ‘O: FINO, SUPERFINO O REGULAR.",7,NULL,"2028-07-03",881
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.910.0011","EYECTORES. PARA SALIVA DE PLÃSTICO DESECHABLE. ENVASE CON 100 PIEZAS.",3,1,"2028-07-05",883
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.189.0031","CEPILLOS. PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS NEGRAS EN FORMA DE BROCHA. PARA CONTRA-ÃNGULO. PIEZA.",40,20,"2028-09-05",945
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.189.0023","CEPILLOS. PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS BLANCAS EN FORMA DE COPA. PARA PIEZA DE MANO. PIEZA",40,20,"2028-09-08",948
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.182.0236","CEMENTOS. DENTAL PARA USO QUIRÃšRGICO. POLVO Ã“XIDO DE ZINC. POLVO ROSA. TALCO. LÃQUIDO: EUGENOL. ALCOHOL ISOPROPÃLICO AL 10%. RESINA DE PINO. ACEITE DE PINO. ACEITE DE CLAVO. ACEITE DE CACAHUATE. ESTUCHE.",5,0,"2029-03-01",1122
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.811.0060","HILOS. SEDA DENTAL SIN CERA. ENVASE CON ROLLO DE 50 M.",4,5,"2029-05-03",1185
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.593.0106","LOSETA. PARA BATIR CEMENTO. DE VIDRIO. TAMAÃ‘O: 8 X 12 X 0.5 CM. PIEZA.",2,1,"2029-05-03",1185
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.276.0050","CUÃ‘AS. DE MADERA PARA ESPACIOS INTERDENTARIOS. ENVASE CON 100 PIEZAS.",4,1,"2029-06-03",1216
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.040.8058","AGUJAS DENTAL .TIPO CARPULE. DESECHABLE. LONGITUD. 25-42 MM CALIBRE. 27 G TAMAÃ‘O. LARGA.",2,1,"2029-06-04",1217
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.182.1275","CEMENTOS. DENTALES. PARA RESTAURACIÃ“N INTERMEDIA. DE Ã“XIDO DE ZINC (POLVO) 38 G Y EUGENOL (LÃQUIDO) 14 ML. CON GOTERO DE PLÃSTICO. JUEGO.",1,0,"2029-06-06",1219
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.040.8041","AGUJAS DENTALES. TIPO CARPULE. DESECHABLE. LONGITUD. 20-25 MM CALIBRE: 30 G TAMAÃ‘O: CORTA.",2,1,"2029-07-05",1248
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","material","060.189.0015","CEPILLOS. DENTAL, PARA ADULTO, CON MANGO DE PLÃSTICO Y CERDAS RECTAS DE NYLON 6.12, 100 % VIRGEN O POLIÃ‰STER P.B.T. 100 % VIRGEN, DE PUNTAS REDONDEADAS EN 4 HILERAS, CABEZA CORTA, CONSISTENCIA MEDIANA.",150,300,"2029-08-02",1276
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","bienesInformaticos","S/C","COMPUTADORA DE ESCRITORIO MEDIO RENDIMIENTO WINDOWS",1,1,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","bienesInformaticos","S/C","UNIDAD DE ENERGÃA ININTERRUMPIDA TIPO 3. INTERACTIVO, CAPACIDAD DE 500 VA/300 WATSS.",1,0,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","equipo","515.957.0109","UNIDAD ULTRASÃ“NICA ESTOMATOLÃ“GICA",1,0,"0203-01-01",-665871
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","equipo","531.291.0028","UNIDAD ESTOMATOLÃ“GICA CON MÃ“DULO INTEGRADO",1,1,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","equipo","531.562.0020","LÃMPARA DE FOTOCURADO DE RESINAS Y CEMENTOS FOTOPOLIMERIZABLES",1,1,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","equipo","531.032.0055","MEZCLADOR DE CÃPSULAS DENTALES, TIPO DOSIFICADOR-AMALGAMADOR (MEZCLA CÃPSULAS DE CEMENTO DE IONÃ“MERO DE VIDRIO Y OTROS CEMENTOS PREDOSIFICADOS EN CÃPSULAS) 4000 RPM",1,NULL,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","equipo","531.341.2305","UNIDAD RADIOLÃ“GICA DENTAL INCLUYE SENSOR DIGITAL INTRAORAL (RADIOVISIÃ“GRAFO)",1,1,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","equipo","S/C","CÃMARA INTRAORAL DIGITAL.",1,NULL,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","equipo","537.480.0042","PIEZA DE MANO DE ALTA VELOCIDAD",2,1,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","equipo","437.480.0034","PIEZA DE MANO DE BAJA VELOCIDAD CON CONTRAÃNGULO",2,1,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","equipo","S/C","TINA ULTRASÃ“NICA PARA ESTOMATOLOGÃA",1,0,"2030-06-02",1580
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","equipo","531.385.1080","ESTERILIZADOR CON VAPOR AUTOGENERADO PARA DENTAL Y MAXILOFACIAL",1,0,"2030-06-03",1581
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","mobiliario","511.836.0295","SILLÃ“N GIRATORIO DE RESPALDO BAJO",1,NULL,"2029-12-01",1397
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","mobiliario","511.814.0127","SILLA FIJA ACOJINADA APILABLE",2,NULL,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","mobiliario","511.836.0295","SILLÃ“N GIRATORIO DE RESPALDO BAJO",1,NULL,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","mobiliario","S/C","CARRO CAJONERO CON RUEDAS",1,NULL,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","mobiliario","S/C","MESA ALTA CON RESPALDO Y FREGADERO DE 120 CM",1,NULL,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","mobiliario","S/C","AIRE ACONDICIONADO",1,NULL,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","mobiliario","S/C","VITRINA DOBLE ESMALTADA DOS PUERTAS SUPERIORES DE CRISTAL CON CERRADURA Y ENTREPAÃ‘OS DE CRISTAL, DOS CAJONES CENTRALES, DOS PUERTAS DE LÃMINA DE HACER  O INFERIORES CON ENTREPAÃ‘OS",1,NULL,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","mobiliario","511.339.0206","ESCRITORIO CHICO CON PEDESTAL DERECHO",1,NULL,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","mobiliario","350.308.0040","DESPCHADOR DE TOALLA DE PAPEL INTERDOBLADA GRANDE",1,NULL,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","mobiliario","S/C","LAVABO CONTRA MURO",1,NULL,"2030-12-31",1792
"VZIM016035","Hospital General Alamo","material","060.182.1150","CEMENTOS PROTECTOR PULPAR PARA SELLAR CAVIDADES DENTALES. DE HIDRÃ“XIDO DE CALCIO, COMPUESTO Y APLICADOR AUTOPOLIMERIZABLE, DOS PASTAS SEMILÃQUIDAS, BASE 13 DESECHABLE G Y CATALIZADOR 11 G CON BLOQUE DE PAPEL PARA MEZCLAR.",7,1,"2026-03-17",42
"VZIM016035","Hospital General Alamo","material","060.066.0500","FLUORURO DE SODIO. PARA PREVENCIÃ“N DE CARIES. ACIDULADO AL 2%. EN GEL DE SABOR. ENVASE CON 480 ML.",9,1,"2026-04-02",58
"VZIM016035","Hospital General Alamo","material","060.182.1440","CEMENTOS. IONÃ“MERO DE VIDRIO RESTAURATIVO TIPO II. PARA TRATAMIENTO RESTAURATIVO ATRAUMÃTICO (TRA). PARA RESTAURACIONES INTERMEDIAS. PARA BASES. PARA ODONTOLOGÃA MÃNIMAMENTE INVASIVA (OMI). TONO A3 . POLVO GRANULADO RADIOPACO: 12.5 G. VIDRIO DE FLUOROSILICATO DE CALCIO LANTANO. ALUMINIO RECUBIERTO 90% . ÃCIDO POLIACRÃLICO. 10% ÃCIDO BENZÃ“ICO <0.1% PIGMENTOS <0.1% LÃQUIDO DE 8.5 ML (10GR). AGUA  55%-65%  COPOLÃMERO  DE  ÃCIDO ACRÃLICO  Y ÃCIDO MALÃ‰ICO. 25-35% ÃCIDO TARTÃRICO. 9.1% ÃCIDO BENZÃ“ICO. 0.1% LOSETA DE PAPEL ENCERADO CUCHARILLA DISPENSADORA GUÃA DE APLICACIÃ“N E INSTRUCTIVO. ESTUCHE.",1,1,"2026-05-01",87
"VZIM016035","Hospital General Alamo","material","060.749.0703","PASTAS. PARA PROFILAXIS DENTAL. ABRASIVA. CON ABRASIVOS BLANDOS.  ENVASE CON 200 G.",6,2,"2026-05-31",117
"VZIM016035","Hospital General Alamo","material","060.815.0058","SELLADORES. DE FISURAS Y FOSETAS. ENVASE CON 3 ML DE BOND BASE. ENVASE CON 3 ML DE SELLADOR DE FISURAS. 2 ENVASES CON 3 ML CADA UNO CON BOND CATALIZADOR. JERINGA CON 2 ML DE GEL GRABADOR. 2 PORTAPINCELES. 10 CÃNULAS. 1 BLOCK DE MEZCLA. 5 POZOS DE MEZCLA. 30 PINCELES. 1 INSTRUCTIVO. ESTUCHE.",2,0,"2026-09-09",218
"VZIM016035","Hospital General Alamo","material","060.235.0019","COPAS. PARA PIEZA DE MANO. DE HULE SUAVE BLANCO EN FORMA DE CONO.",20,5,"2026-12-31",331
"VZIM016035","Hospital General Alamo","material","060.431.0037","FRESA DE CARBURO, PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD, FORMA DE PERA, NO. 331.",48,3,"2026-12-31",331
"VZIM016035","Hospital General Alamo","material","060.431.0672","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO FORMA DE CONO INVERTIDO. NO. 33 1/2.",48,3,"2026-12-31",331
"VZIM016035","Hospital General Alamo","material","060.431.0656","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA CILÃNDRICA NO. 556.",48,3,"2026-12-31",331
"VZIM016035","Hospital General Alamo","material","060.431.0664","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA CILÃNDRICA NO. 557.",48,3,"2026-12-31",331
"VZIM016035","Hospital General Alamo","material","060.431.0433","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA DE CONO INVERTIDO. NO. 37 L.",129,3,"2026-12-31",331
