"hospital_clave","hospital_nombre","categoria","uid","clave","descripcion","stock","minimo","fecha","dias_restantes","observaciones","color","manual","saved_at"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.189.0106","CEPILLOS. DENTAL INFANTIL, CON MANGO DE PLÁSTICO Y CERDAS RECTAS DE NYLON 6.12, 100 % VIRGEN O POLIÉSTER P.B.T. 100 % VIRGEN, DE PUNTAS REDONDEADAS EN 3 HILERAS, CABEZA CORTA, CONSISTENCIA MEDIANA.",500,300,"2030-04-30",1463,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.189.0106","CEPILLOS. DENTAL INFANTIL, CON MANGO DE PLÁSTICO Y CERDAS RECTAS DE NYLON 6.12, 100 % VIRGEN O POLIÉSTER P.B.T. 100 % VIRGEN, DE PUNTAS REDONDEADAS EN 3 HILERAS, CABEZA CORTA, CONSISTENCIA MEDIANA.",130,300,"2030-07-31",1555,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.066.1086","FLUORURO DE SODIO EN BARNIZ AL 5%, CONCENTRACIÓN DE 22,600PPM, AUTOPOLIMERIZABLE EN VEHÍCULO DE RESINA MODIFICADO.",2,1,"2027-04-22",359,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.066.1086","FLUORURO DE SODIO EN BARNIZ AL 5%, CONCENTRACIÓN DE 22,600PPM, AUTOPOLIMERIZABLE EN VEHÍCULO DE RESINA MODIFICADO.",1,1,"2027-05-22",389,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.910.0011","EYECTORES. PARA SALIVA DE PLÁSTICO DESECHABLE. ENVASE CON 100 PIEZAS.",8,1,"2029-03-31",1068,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.910.0011","EYECTORES. PARA SALIVA DE PLÁSTICO DESECHABLE. ENVASE CON 100 PIEZAS.",2,1,"2029-05-06",1104,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.910.0011","EYECTORES. PARA SALIVA DE PLÁSTICO DESECHABLE. ENVASE CON 100 PIEZAS.",5,1,"2029-10-31",1282,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.276.0050","CUÑAS. DE MADERA PARA ESPACIOS INTERDENTARIOS. ENVASE CON 100 PIEZAS.",1,1,"2030-02-20",1394,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.910.0011","EYECTORES. PARA SALIVA DE PLÁSTICO DESECHABLE. ENVASE CON 100 PIEZAS.",4,1,"2030-02-21",1395,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.276.0050","CUÑAS. DE MADERA PARA ESPACIOS INTERDENTARIOS. ENVASE CON 100 PIEZAS.",1,1,"2030-06-16",1510,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0037","FRESA DE CARBURO, PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD, FORMA DE PERA, NO. 331.",25,3,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0672","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO FORMA DE CONO INVERTIDO. NO. 33 1/2.",32,3,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0656","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA CILÍNDRICA NO. 556.",35,3,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0664","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA CILÍNDRICA NO. 557.",30,3,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0649","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA REDONDA NO. 1.",24,3,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0631","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA REDONDA NO. ½.",9,3,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0334","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, NO. 701 L.",29,3,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0417","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA REDONDA NO. 5.",30,NULL,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0011","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA DE PERA, NO. 330.",45,0,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0318","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, NO. 559.",30,3,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0581","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA CILÍNDRICA. NO. 009.",15,0,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0599","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA CILÍNDRICA. NO. 012.",25,0,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0540","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA DE CONO INVERTIDO, NO. 010.",25,3,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0557","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA DE CONO INVERTIDO, NO. 012.",10,3,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0615","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, PARA TERMINACIÓN DE COMPOSITES FORMA CILÍNDRICA NO. 012",35,0,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0623","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, PARA TERMINACIÓN DE COMPOSITES FORMA CILÍNDRICA NO. 018",30,0,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.235.0019","COPAS. PARA PIEZA DE MANO. DE HULE SUAVE BLANCO EN FORMA DE CONO.",11,5,"2040-12-31",5361,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0557","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA DE CONO INVERTIDO, NO. 012.",15,3,"2040-12-31",5361,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0565","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA DE RUEDA. NO. 035.",20,0,"2040-12-31",5361,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0573","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA DE RUEDA. NO. 042.",15,0,"2040-12-31",5361,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0524","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA REDONDA, NO. 010",20,0,"2040-12-31",5361,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0532","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA REDONDA, NO. 014.",20,0,"2040-12-31",5361,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.749.0703","PASTAS. PARA PROFILAXIS DENTAL. ABRASIVA. CON ABRASIVOS BLANDOS. ENVASE CON 200 G.",6,2,"2026-05-31",33,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.491.0018","PAPELES. INDICADOR DE CONTACTO OCLUSAL. EN TIRAS con PEGAMENTO EN AMBAS CARAS. BLOCK CON 15 HOJAS.",2,3,"2027-09-16",506,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.811.0060","HILOS. SEDA DENTAL SIN CERA. ENVASE CON ROLLO DE 50 M.",1,5,"2027-12-09",590,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.811.0060","HILOS. SEDA DENTAL SIN CERA. ENVASE CON ROLLO DE 50 M.",2,5,"2029-05-31",1129,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.811.0060","HILOS. SEDA DENTAL SIN CERA. ENVASE CON ROLLO DE 50 M.",9,5,"2029-05-31",1129,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.811.0060","HILOS. SEDA DENTAL SIN CERA. ENVASE CON ROLLO DE 50 M.",1,5,"2030-01-31",1374,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"S/C","",NULL,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.960.0024","RESTAURADOR EN BLOQUE DE VIDRIO HIBRIDO/CAPA AUTOADHESIVA FOTOPOLIMERISABLE (CEMENTO DENTAL DE RESINA COMPUESTA)",1,NULL,"2027-04-26",363,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.960.0024","RESTAURADOR EN BLOQUE DE VIDRIO HIBRIDO/CAPA AUTOADHESIVA FOTOPOLIMERISABLE (CEMENTO DENTAL DE RESINA COMPUESTA)",1,NULL,"2027-11-04",555,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.791.0114","RESINA. FOTOPOLIMERIZABLE PARA RESTAURACIÓN DE DIENTES ANTERIORES Y POSTERIORES. JERINGA 4G. LAS INSTITUCIONES PODRÁN ELEGIR LAS VARIANTES DE COLOR Y COMPOSICIÓN.",3,2,"2028-06-30",794,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.815.0058","SELLADORES. DE FISURAS Y FOSETAS. ENVASE CON 3 ML DE BOND BASE. ENVASE CON 3 ML DE SELLADOR DE FISURAS. 2 ENVASES CON 3 ML CADA UNO CON BOND CATALIZADOR. JERINGA CON 2 ML DE GEL GRABADOR. 2 PORTAPINCELES. 10 CÁNULAS. 1 BLOCK DE MEZCLA. 5 POZOS DE MEZCLA. 30 PINCELES. 1 INSTRUCTIVO. ESTUCHE.",1,0,"2026-09-30",155,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.889.0224","TIRAS. DE LIJA PARA PULIR RESTAURACIONES DE RESINA. EXTRA FINO MEDIANO Y GRUESO.",1,2,"2029-12-31",1343,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.889.0224","TIRAS. DE LIJA PARA PULIR RESTAURACIONES DE RESINA. EXTRA FINO MEDIANO Y GRUESO.",5,2,"2030-01-30",1373,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.889.0158","TIRAS. DE CELULOIDE PARA CONFORMAR RESTAURACIONES DE RESINA. ANCHO: 8 A 10 MM CALIBRE:",2,1,"2030-02-20",1394,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.889.0158","TIRAS. DE CELULOIDE PARA CONFORMAR RESTAURACIONES DE RESINA. ANCHO: 8 A 10 MM CALIBRE:",1,1,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"S/C","VASOS DESECHABLES BIODEGRADABLES DE 4 ONZAS. 100 PIEZAS",4,NULL,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"S/C","VASOS DESECHABLES BIODEGRADABLES DE 4 ONZAS. 100 PIEZAS",4,NULL,"2040-12-31",5361,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","insumos",NULL,"010.000.0267.00","LIDOCAÍNA, EPINEFRINA. SOLUCIÓN INYECTABLE AL 2%. CAJA CON 50 CARTUCHOS DENTALES CON 1.8 ML",1,NULL,"2026-03-31",-28,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","insumos",NULL,"S/C","MEPIVACAÍNA 3% SIN VASOCONSTRICTOR. CAJA CON 50 CARTUCHOS DENTALES DE 1.8 ML CADA UNO.",1,NULL,"2026-05-31",33,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.066.0500","FLUORURO DE SODIO. PARA PREVENCIÓN DE CARIES. ACIDULADO AL 2%. EN GEL DE SABOR. ENVASE CON 480 ML.",2,1,"2026-07-11",74,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.066.0500","FLUORURO DE SODIO. PARA PREVENCIÓN DE CARIES. ACIDULADO AL 2%. EN GEL DE SABOR. ENVASE CON 480 ML.",2,1,"2027-03-27",333,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","insumos",NULL,"010.000.0267.00","LIDOCAÍNA, EPINEFRINA. SOLUCIÓN INYECTABLE AL 2%. CAJA CON 50 CARTUCHOS DENTALES CON 1.8 ML",4,NULL,"2027-09-30",520,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0409","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA REDONDA NO. 3.",34,3,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.431.0466","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA TRONCO CÓNICO NO. 701.",40,0,"2030-12-31",1708,NULL,NULL,False,"2026-04-30 15:54:37.96956"
